"Identification code",Name,"Members FTE","Lobbying cost","Interest represented","Head office","EU office","EP passes on 2026-05-25","all EP passes",Meetings,"Lobbyfacts URL"
2055663102606-85,"International Press & Media Organization Netherlands",0.75,0,"Does not represent commercial interests",NETHERLANDS,NETHERLANDS,1,1,,https://www.lobbyfacts.eu/datacard/international-press--media-organization-netherlands?rid=2055663102606-85
206201438220-85,"Centre for European Policy Studies",2.85,0,"Does not represent commercial interests",BELGIUM,BELGIUM,3,9,40,https://www.lobbyfacts.eu/datacard/centre-for-european-policy-studies?rid=206201438220-85
20620934484-91,"Huis van de Nederlandse Provincies",15,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,12,https://www.lobbyfacts.eu/datacard/huis-van-de-nederlandse-provincies?rid=20620934484-91
206499215012-94,"Instytut na rzecz Kultury Prawnej Ordo Iuris",5,0,"Does not represent commercial interests",POLAND,POLAND,,10,,https://www.lobbyfacts.eu/datacard/instytut-na-rzecz-kultury-prawnej-ordo-iuris?rid=206499215012-94
206571832525-31,"Centre International de Recherches et d'Information sur l'Economie publique, sociale et coopérative (CIRIEC)",0.2,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/centre-international-de-recherches-et-dinformation-sur-leconomie-publique-sociale-et-coopérative-ciriec?rid=206571832525-31
2067225102558-38,"Kooperation Global e.V.",0.25,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/kooperation-global-ev?rid=2067225102558-38
206816021848-17,"Ellen MacArthur Foundation",4.5,0,"Does not represent commercial interests","UNITED KINGDOM",BELGIUM,2,17,19,https://www.lobbyfacts.eu/datacard/ellen-macarthur-foundation?rid=206816021848-17
206882037381-44,"European Network of Heads of Nature Conservation Agencies",0.35,0,"Does not represent commercial interests",AUSTRIA,AUSTRIA,,,4,https://www.lobbyfacts.eu/datacard/european-network-of-heads-of-nature-conservation-agencies?rid=206882037381-44
207102250800-81,"Consiglio Italiano del Movimento europeo o Movimento Europeo Italia",3.75,0,"Does not represent commercial interests",ITALY,ITALY,2,7,,https://www.lobbyfacts.eu/datacard/consiglio-italiano-del-movimento-europeo-o-movimento-europeo-italia?rid=207102250800-81
2073587100621-63,"Mittetulundusühing Peaceful World",0.3,0,"Does not represent commercial interests",ESTONIA,PORTUGAL,,,,https://www.lobbyfacts.eu/datacard/mittetulundusühing-peaceful-world?rid=2073587100621-63
207434530779-68,"People for the Ethical Treatment of Animals Foundation",2,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",2,10,,https://www.lobbyfacts.eu/datacard/people-for-the-ethical-treatment-of-animals-foundation?rid=207434530779-68
207498925052-84,"Agência Piaget para o Desenvolvimento",13.75,0,"Does not represent commercial interests",PORTUGAL,PORTUGAL,,,,https://www.lobbyfacts.eu/datacard/agência-piaget-para-o-desenvolvimento?rid=207498925052-84
2076094104184-25,"Znastveno-raziskovalno središče Koper",1,0,"Does not represent commercial interests",SLOVENIA,SLOVENIA,,,,https://www.lobbyfacts.eu/datacard/znastveno-raziskovalno-središče-koper?rid=2076094104184-25
207662351173-88,"European Jewish Community Centre",2.75,0,"Does not represent commercial interests",BELGIUM,BELGIUM,5,16,2,https://www.lobbyfacts.eu/datacard/european-jewish-community-centre?rid=207662351173-88
207972329605-55,"Instituut Natuur- en Bosonderzoek/Research Institute for Nature and Forest",0.25,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/instituut-natuur--en-bosonderzoek-research-institute-for-nature-and-forest?rid=207972329605-55
208124848671-82,"Public Organization ""Public Advocacy""",0.7,0,"Does not represent commercial interests",UKRAINE,UKRAINE,,4,,https://www.lobbyfacts.eu/datacard/public-organization-public-advocacy?rid=208124848671-82
2084146103684-92,"Istituto Italiano per la Privacy e la valorizzazione dei dati",1,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/istituto-italiano-per-la-privacy-e-la-valorizzazione-dei-dati?rid=2084146103684-92
208434722583-11,"Kühne Logistics University gGmbH",3.35,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/kühne-logistics-university-ggmbh?rid=208434722583-11
208512294464-16,"ConnectEurope Egyesület",3.25,0,"Does not represent commercial interests",HUNGARY,HUNGARY,,,1,https://www.lobbyfacts.eu/datacard/connecteurope-egyesület?rid=208512294464-16
209129197584-21,"Fachhochschule Potsdam",0.1,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/fachhochschule-potsdam?rid=209129197584-21
209304118333-41,"European Federation of Hard of Hearing People",2.55,0,"Does not represent commercial interests",NETHERLANDS,BELGIUM,4,19,,https://www.lobbyfacts.eu/datacard/european-federation-of-hard-of-hearing-people?rid=209304118333-41
209338323322-06,"Geologian tutkimuskeskus",0.5,0,"Does not represent commercial interests",FINLAND,FINLAND,,,1,https://www.lobbyfacts.eu/datacard/geologian-tutkimuskeskus?rid=209338323322-06
2097518103097-31,"17 DICEMBRE",0.85,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/_7-dicembre?rid=2097518103097-31
209945243133-52,"ROBIN WOOD -- Gewaltfreie Aktionsgemeinschaft für Natur und Umwelt e.V.",0.3,0,"Does not represent commercial interests",GERMANY,GERMANY,,,3,https://www.lobbyfacts.eu/datacard/robin-wood----gewaltfreie-aktionsgemeinschaft-für-natur-und-umwelt-ev?rid=209945243133-52
2100669100630-19,"Stichting Christelijke Hogeschool Windesheim",0.2,0,"Does not represent commercial interests",NETHERLANDS,NETHERLANDS,,,,https://www.lobbyfacts.eu/datacard/stichting-christelijke-hogeschool-windesheim?rid=2100669100630-19
210127094872-92,"ΕΛΛΗΝΙΚΗ ΑΝΤΙΚΑΡΚΙΝΙΚΗ ΕΤΑΙΡΕΙΑ",2.25,0,"Does not represent commercial interests",GREECE,GREECE,,,,https://www.lobbyfacts.eu/datacard/ελληνικη-αντικαρκινικη-εταιρεια?rid=210127094872-92
210345520003-70,"Határon Átnyúló Kezdeményezések Közép-európai Segítő Szolgálata",9.75,0,"Does not represent commercial interests",HUNGARY,HUNGARY,,,1,https://www.lobbyfacts.eu/datacard/határon-átnyúló-kezdeményezések-közép-európai-segítő-szolgálata?rid=210345520003-70
210455010135-08,"The Regulatory Assistance Project",15,0,"Does not represent commercial interests","UNITED STATES",BELGIUM,,2,7,https://www.lobbyfacts.eu/datacard/the-regulatory-assistance-project?rid=210455010135-08
2107992101935-64,"MIKE NEAL",0.5,0,"Promotes their own interests or the collective interests of their members","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/mike-neal?rid=2107992101935-64
210816525029-26,"Parsec Consortium",0.5,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/parsec-consortium?rid=210816525029-26
210891147964-11,"Arbeitskreis kirchliche Investoren",0.1,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/arbeitskreis-kirchliche-investoren?rid=210891147964-11
2111166102559-84,"Convention des Entreprises pour le Climat",5.5,0,"Does not represent commercial interests",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/convention-des-entreprises-pour-le-climat?rid=2111166102559-84
211308292628-79,"ASJUBI40 - JUBILACIÓN ANTICIPADA SIN PENALIZAR",0.75,0,"Does not represent commercial interests",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/asjubi40---jubilación-anticipada-sin-penalizar?rid=211308292628-79
211365699401-30,"Instituto Superior Técnico",2.5,0,"Does not represent commercial interests",PORTUGAL,PORTUGAL,,,,https://www.lobbyfacts.eu/datacard/instituto-superior-técnico?rid=211365699401-30
211392938041-28,"Global Citizen",2.8,0,"Does not represent commercial interests","UNITED STATES","UNITED STATES",,,52,https://www.lobbyfacts.eu/datacard/global-citizen?rid=211392938041-28
211406234638-53,"European Association for Viewers Interests",5,0,"Does not represent commercial interests",BELGIUM,BELGIUM,3,9,,https://www.lobbyfacts.eu/datacard/european-association-for-viewers-interests?rid=211406234638-53
211540124821-44,"Forum Internazionale ed Europeo di Ricerche sull'Immigrazione",2.75,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/forum-internazionale-ed-europeo-di-ricerche-sullimmigrazione?rid=211540124821-44
211808437367-41,Earthsight,2.75,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",5,10,2,https://www.lobbyfacts.eu/datacard/earthsight?rid=211808437367-41
211923230304-77,"Rights Reporter Foundation",2.5,0,"Does not represent commercial interests",HUNGARY,HUNGARY,,,,https://www.lobbyfacts.eu/datacard/rights-reporter-foundation?rid=211923230304-77
212016297431-82,"Network of Afghan Diaspora Organisations in Europe",3.85,0,"Does not represent commercial interests",BELGIUM,BELGIUM,1,1,,https://www.lobbyfacts.eu/datacard/network-of-afghan-diaspora-organisations-in-europe?rid=212016297431-82
212149150350-30,"Technological University Dublin",5,0,"Does not represent commercial interests",IRELAND,IRELAND,,,,https://www.lobbyfacts.eu/datacard/technological-university-dublin?rid=212149150350-30
2123318102468-41,Fondemos,1.5,0,"Does not represent commercial interests",FRANCE,FRANCE,,,1,https://www.lobbyfacts.eu/datacard/fondemos?rid=2123318102468-41
212667799478-46,"DCAF - Geneva Centre for Security Sector Governance",0.2,0,"Does not represent commercial interests",SWITZERLAND,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/dcaf---geneva-centre-for-security-sector-governance?rid=212667799478-46
212751635794-10,"Conseil des rectrices et recteurs francophones",1,0,"Does not represent commercial interests",BELGIUM,BELGIUM,1,2,3,https://www.lobbyfacts.eu/datacard/conseil-des-rectrices-et-recteurs-francophones?rid=212751635794-10
21280626733-05,"Deutsches Zentrum für Luft- und Raumfahrt e.V.",10.25,0,"Does not represent commercial interests",GERMANY,BELGIUM,6,46,20,https://www.lobbyfacts.eu/datacard/deutsches-zentrum-für-luft--und-raumfahrt-ev?rid=21280626733-05
2128085100523-30,"KomshiLOOK Association Skopje",4,0,"Promotes their own interests or the collective interests of their members","NORTH MACEDONIA","NORTH MACEDONIA",,,,https://www.lobbyfacts.eu/datacard/komshilook-association-skopje?rid=2128085100523-30
212834099041-74,"Nadácia Pontis",0.2,0,"Does not represent commercial interests",SLOVAKIA,SLOVAKIA,,,,https://www.lobbyfacts.eu/datacard/nadácia-pontis?rid=212834099041-74
212858810418-75,"Internet Society - Bulgaria",0.3,0,"Does not represent commercial interests",BULGARIA,BULGARIA,,,,https://www.lobbyfacts.eu/datacard/internet-society---bulgaria?rid=212858810418-75
212861945810-71,"Non-Governmental Organisation: Center for Local Government, Belgrade",1.5,0,"Does not represent commercial interests",SERBIA,SERBIA,,,,https://www.lobbyfacts.eu/datacard/non-governmental-organisation-center-for-local-government-belgrade?rid=212861945810-71
2129177101351-07,"AURORA DEVELOPMENT CONSORTIUM",0.1,0,"Does not represent commercial interests",AUSTRIA,AUSTRIA,,,,https://www.lobbyfacts.eu/datacard/aurora-development-consortium?rid=2129177101351-07
2129611104222-55,"NORM PARTNERS",2,0,"Promotes their own interests or the collective interests of their members","UNITED STATES","UNITED STATES",1,1,,https://www.lobbyfacts.eu/datacard/norm-partners?rid=2129611104222-55
212989999507-50,"Women on Boards Ukraine",0.3,0,"Does not represent commercial interests",UKRAINE,UKRAINE,,,,https://www.lobbyfacts.eu/datacard/women-on-boards-ukraine?rid=212989999507-50
213754916822-68,"ASSOCIATION FEDERATION HANDICAP INTERNATIONAL",2.75,0,"Does not represent commercial interests",FRANCE,FRANCE,2,9,8,https://www.lobbyfacts.eu/datacard/association-federation-handicap-international?rid=213754916822-68
2138223102443-03,"Domènec Ruiz Devesa",0.5,0,"Advances interests of their clients",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/domènec-ruiz-devesa?rid=2138223102443-03
2139790102622-95,"Zavod za razvoj in pospeševanje uporabe čistih tehnologij, Maribor",0.1,0,"Promotes their own interests or the collective interests of their members",SLOVENIA,SLOVENIA,,,,https://www.lobbyfacts.eu/datacard/zavod-za-razvoj-in-pospeševanje-uporabe-čistih-tehnologij-maribor?rid=2139790102622-95
214074994704-27,"Sanatana Dharma België",1,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,1,,https://www.lobbyfacts.eu/datacard/sanatana-dharma-belgië?rid=214074994704-27
2140870103303-37,"Thomson Reuters Foundation Europe CLG",0.2,0,"Promotes their own interests or the collective interests of their members",IRELAND,IRELAND,,,2,https://www.lobbyfacts.eu/datacard/thomson-reuters-foundation-europe-clg?rid=2140870103303-37
214087638622-75,"Global Canopy",0.5,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/global-canopy?rid=214087638622-75
214383099797-84,"Lobbying for Peace",1,0,"Does not represent commercial interests",BELGIUM,BELGIUM,1,1,,https://www.lobbyfacts.eu/datacard/lobbying-for-peace?rid=214383099797-84
2147084100613-52,"eMission-X gGmbH",0.25,0,"Does not represent commercial interests",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/emission-x-ggmbh?rid=2147084100613-52
2149864101596-16,"Wild Pigeon Collective",2.25,0,"Does not represent commercial interests",SWEDEN,SWEDEN,,,,https://www.lobbyfacts.eu/datacard/wild-pigeon-collective?rid=2149864101596-16
215153212771-05,"Organization for Transformative Works",0.1,0,"Does not represent commercial interests","UNITED STATES","UNITED STATES",,,,https://www.lobbyfacts.eu/datacard/organization-for-transformative-works?rid=215153212771-05
215273293752-19,"Fundació Universitària Balmes - Universitat de Vic-Universitat Central de Catalunya",0.1,0,"Does not represent commercial interests",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/fundació-universitària-balmes---universitat-de-vic-universitat-central-de-catalunya?rid=215273293752-19
215543953103-68,"Associazione Culturale Mitteleuropa",3.25,0,"Does not represent commercial interests",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/associazione-culturale-mitteleuropa?rid=215543953103-68
215772141297-53,"Change The Law Limited",0.25,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/change-the-law-limited?rid=215772141297-53
216400394741-13,"Centre for Public Impact Europe",1.35,0,"Does not represent commercial interests","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/centre-for-public-impact-europe?rid=216400394741-13
216585211114-86,"European Health Futures Forum",2,0,"Does not represent commercial interests",IRELAND,IRELAND,,,,https://www.lobbyfacts.eu/datacard/european-health-futures-forum?rid=216585211114-86
21689673146-84,"Österreichischer Automobil-, Motorrad- und Touring Club",0.5,0,"Does not represent commercial interests",AUSTRIA,AUSTRIA,,5,1,https://www.lobbyfacts.eu/datacard/österreichischer-automobil--motorrad--und-touring-club?rid=21689673146-84
217097995171-59,H/Advisors,9,0,"Advances interests of their clients",BELGIUM,BELGIUM,3,11,2,https://www.lobbyfacts.eu/datacard/h-advisors?rid=217097995171-59
217173092212-35,"Association française des plateformes de distribution numérique de titres de transports et de mobilités",0.4,0,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,1,https://www.lobbyfacts.eu/datacard/association-française-des-plateformes-de-distribution-numérique-de-titres-de-transports-et-de-mobilités?rid=217173092212-35
217329823834-73,"Federation of European Laboratory Animal Science Associations",2.5,0,"Does not represent commercial interests",BELGIUM,BELGIUM,,,,https://www.lobbyfacts.eu/datacard/federation-of-european-laboratory-animal-science-associations?rid=217329823834-73
2173310103934-38,"United Network For International Youth",3,0,"Does not represent commercial interests",BELGIUM,BELGIUM,2,2,,https://www.lobbyfacts.eu/datacard/united-network-for-international-youth?rid=2173310103934-38
2174048102825-89,TwinPath,2,0,"Promotes their own interests or the collective interests of their members",ROMANIA,ROMANIA,,,,https://www.lobbyfacts.eu/datacard/twinpath?rid=2174048102825-89
217676599422-40,"WWF Mediterranean",4.25,0,"Does not represent commercial interests",ITALY,ITALY,,,3,https://www.lobbyfacts.eu/datacard/wwf-mediterranean?rid=217676599422-40
